scope,split_id,task,model,rows_test,mae_raw_kg_per_day,rmse_raw_kg_per_day,rmse_log1p,r2_log1p,positive_rate_test,threshold,f1,precision,recall,balanced_accuracy,roc_auc,average_precision
broad,4,classification_positive_rate,baseline_all_negative,537,,,,,0.32774674115456237,,0.0,0.0,0.0,0.5,0.5,0.32774674115456237
broad,4,classification_positive_rate,logistic_balanced,537,,,,,0.32774674115456237,,0.680628272251309,0.6310679611650486,0.7386363636363636,0.7640550239234449,0.8385639637370941,0.74043434885853
broad,4,classification_positive_rate,random_forest_balanced,537,,,,,0.32774674115456237,,0.690537084398977,0.627906976744186,0.7670454545454546,0.7727194031730042,0.8404054394359103,0.7220291371555941
broad,4,classification_positive_rate,extra_trees_balanced,537,,,,,0.32774674115456237,,0.6464646464646465,0.5818181818181818,0.7272727272727273,0.7362125409216822,0.814034563082347,0.679825317279727
broad,4,classification_high_rate_top25_train_threshold,baseline_all_negative,537,,,,,0.21601489757914338,0.147711928972301,0.0,0.0,0.0,0.5,0.5,0.21601489757914338
broad,4,classification_high_rate_top25_train_threshold,logistic_balanced,537,,,,,0.21601489757914338,0.147711928972301,0.6813186813186813,0.5923566878980892,0.8017241379310345,0.8248525677778689,0.9114997133262347,0.7609430430240183
broad,4,classification_high_rate_top25_train_threshold,random_forest_balanced,537,,,,,0.21601489757914338,0.147711928972301,0.6641221374045801,0.5958904109589042,0.75,0.8049287410926366,0.8972274551560325,0.7259687732454021
broad,4,classification_high_rate_top25_train_threshold,extra_trees_balanced,537,,,,,0.21601489757914338,0.147711928972301,0.6690909090909091,0.5786163522012578,0.7931034482758621,0.8169792775821116,0.8840814153493325,0.672908307424165
broad,5,regression_log_rate,baseline_zero,556,2.0293835607658495,19.442100791740387,0.7496339504994558,-0.12364817183340215,,,,,,,,
broad,5,regression_log_rate,baseline_train_median,556,2.0293835607658495,19.442100791740387,0.7496339504994558,-0.12364817183340215,,,,,,,,
broad,5,regression_log_rate,ridge_log,556,2.0776354857112915,18.15004885157127,0.5356195164897212,0.426353112921693,,,,,,,,
broad,5,regression_log_rate,random_forest_log,556,1.924888842805692,18.567241411737026,0.4713010879196767,0.555850947987309,,,,,,,,
broad,5,regression_log_rate,extra_trees_log,556,1.949701515642905,18.63741252146967,0.5074405245001964,0.4851245914814176,,,,,,,,
broad,5,classification_positive_rate,baseline_all_negative,556,,,,,0.36510791366906475,,0.0,0.0,0.0,0.5,0.5,0.36510791366906475
broad,5,classification_positive_rate,logistic_balanced,556,,,,,0.36510791366906475,,0.680952380952381,0.6589861751152074,0.7044334975369458,0.74740088474581,0.8316191964721807,0.7471631654530902
broad,5,classification_positive_rate,random_forest_balanced,556,,,,,0.36510791366906475,,0.7122641509433962,0.6832579185520362,0.7438423645320197,0.7727710406229504,0.8404108346474275,0.75015201845518
broad,5,classification_positive_rate,extra_trees_balanced,556,,,,,0.36510791366906475,,0.6832579185520362,0.6317991631799164,0.7438423645320197,0.747275289914735,0.814280132293222,0.7061243370631654
broad,5,classification_high_rate_top25_train_threshold,baseline_all_negative,556,,,,,0.24820143884892087,0.1330998248686515,0.0,0.0,0.0,0.5,0.5,0.24820143884892087
broad,5,classification_high_rate_top25_train_threshold,logistic_balanced,556,,,,,0.24820143884892087,0.1330998248686515,0.6775244299674267,0.6153846153846154,0.7536231884057971,0.7990603980306498,0.8719402260592192,0.712859705409078
broad,5,classification_high_rate_top25_train_threshold,random_forest_balanced,556,,,,,0.24820143884892087,0.1330998248686515,0.6915254237288135,0.6496815286624203,0.7391304347826086,0.8037757437070938,0.8653526107759516,0.6837602044452605
broad,5,classification_high_rate_top25_train_threshold,extra_trees_balanced,556,,,,,0.24820143884892087,0.1330998248686515,0.6666666666666666,0.5932203389830508,0.7608695652173914,0.7943103806948201,0.8487708896747796,0.6454270722412172
