row_id,site_id,canonical_site_id,previous_visit_start_date,region,latitude,longitude,tourism_nuts2_id,tourism_nuts2_name,tourism_assignment_method,tourism_source_year,yacht_coord_method,TourismArrivals_YoY_Pct_NUTS2,AvgStay_NightsPerArrival_NUTS2,YachtPressureIndex_10km,TourismNights_NUTS2,Accommodation_Establishments_NUTS2
107,135,135,2019-10-20,ΚΡΗΤΗ,35.236458,23.595344,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.03183098861837907,33598845,5016.0
108,149,149,2019-10-26,ΚΡΗΤΗ,35.240078,23.787222,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.025464790894703253,33598845,5016.0
109,152,152,2019-10-26,ΚΡΗΤΗ,35.238911,23.881653,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.02864788975654116,33598845,5016.0
110,153,153,2019-10-26,ΚΡΗΤΗ,35.227428,23.913292,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
111,154,154,2019-10-27,ΚΡΗΤΗ,35.223253,23.934628,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.00954929658551372,33598845,5016.0
112,155,155,2019-10-27,ΚΡΗΤΗ,35.223722,23.939825,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.00954929658551372,33598845,5016.0
113,157,157,2019-10-27,ΚΡΗΤΗ,35.230211,23.968167,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.015915494309189534,33598845,5016.0
114,160,160,2019-10-27,ΚΡΗΤΗ,35.219153,24.003214,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.022281692032865348,33598845,5016.0
115,163,163,2019-10-28,ΚΡΗΤΗ,35.199547,24.098792,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.03501408748021698,33598845,5016.0
116,164,164,2019-10-28,ΚΡΗΤΗ,35.201675,24.107133,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.03501408748021698,33598845,5016.0
117,165,165,2019-10-28,ΚΡΗΤΗ,35.202411,24.124392,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.03819718634205488,33598845,5016.0
118,166,166,2019-10-28,ΚΡΗΤΗ,35.193075,24.146503,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.0477464829275686,33598845,5016.0
119,167,167,2019-10-28,ΚΡΗΤΗ,35.1928,24.151003,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.0477464829275686,33598845,5016.0
120,168,168,2019-10-28,ΚΡΗΤΗ,35.198494,24.179103,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.04138028520389279,33598845,5016.0
121,174,174,2019-10-29,ΚΡΗΤΗ,34.859286,24.109786,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
122,175,175,2019-10-29,ΚΡΗΤΗ,34.867561,24.085089,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
123,177,177,2019-10-29,ΚΡΗΤΗ,34.871128,24.064694,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
124,178,178,2019-10-29,ΚΡΗΤΗ,34.867086,24.066014,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
125,179,179,2019-10-29,ΚΡΗΤΗ,34.859342,24.062942,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
126,180,180,2019-10-29,ΚΡΗΤΗ,34.804697,24.116492,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
127,181,181,2019-10-29,ΚΡΗΤΗ,34.804594,24.1234,EL43,Kriti,polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
128,182,182,2019-10-29,ΚΡΗΤΗ,34.816736,24.123347,EL43,Kriti,nearest_polygon,2019,original,-1.1840378516426608,5.468262076119848,0.012732395447351627,33598845,5016.0
